# L C single/double [0/1] time
10 48 0  56.72
20 48 0 103.72
40 48 0 197.67
60 48 0 288.08
128 48 0 598.12
10 72 0 165.74
20 72 0 306.06
40 72 0 575.87
60 72 0 745.83
128 72 0 1763.39
10 48 1  58.58
20 48 1 108.57
40 48 1 211.40
60 48 1 308.40
128 48 1 662.62
10 72 1 172.32
20 72 1 325.48
40 72 1 617.26
60 72 1 920.43
128 72 1 2009.09

