0.2887 0.2415 0.2866
0.4584 0.3224 0.3297
0.3094 0.2415 0.2620
0.2772 0.6094 0.2924
#
0.2373 0.2319 0.2297
0.2372 0.2319 0.2297
0.2411 0.2337 0.2338
0.2376 0.2313 0.2291
0.2373 0.2318 0.2291
#
0.1402 0.1620 0.1487
0.1361 0.1356 0.1353
0.1357 0.1538 0.1378
0.1634 0.1460 0.1376
#
0.1382 0.1376 0.1350
0.1418 0.1376 0.1351
0.1778 0.1401 0.1566
0.1433 0.1383 0.1389
#
