# omp threads, nodes, LV, time(s)
1 6 10 78.39
6 6 10 74.04
9 6 10 77.40
1 12 9 38.07
6 12 9 35.83
9 12 9 38.22
1 24 8 19.93
6 24 8 18.24
9 24 8 19.36
