1 12 53.50
1 24 33.06
1 6 103.36
2 12 52.25
2 24 32.85
2 6 103.11
3 12 53.53
3 24 33.77
3 6 103.51
6 12 54.20
6 24 32.19
6 6 112.88
9 12 58.08
9 24 37.23
9 6 114.34
