1 12 55.49
1 24 38.19
1 6 103.11
2 12 53.12
2 24 32.61
2 6 102.82
3 12 54.37
3 24 33.09
3 6 102.50
6 12 55.56
6 24 35.38
6 6 106.20
9 12 58.56
9 24 34.51
9 6 115.86
