1 84.46 88.08 94.48
2 72.82 75.66 81.00
3 72.81 77.41 0
4 73.49 75.20 0
5 73.62 78.49 0
6 72.14 74.55 78.11
7 72.14 74.08 77.30
8 72.69 75.67 0 
9 72.42 75.29 0
10 72.45 75.37 77.81
11 73.35 77.32 81.39
12 74.53 75.46 80.58







