# T time user MVD PGB MLU HE GS OMP
1 737.66 81.8 8.3 8.4 5.2 7.3 2.0 0.0
6 798.39 67.2 6.2 6.2 4.0 14.3 2.2 2.6 
1.2 728.24 50 8.4 5 5     6.8 1.8 0
6.2 744.46 50 6.8 5 5     8.6 1.4 2.6 
